,M
11574,642
11575,742
11576,848
11577,908
11578,923
11579,924
11580,918
11581,901
11582,917
11583,900
11584,855
11585,748
11586,693
11587,706
11588,755
11589,616
11590,462
11591,409
11592,418
11593,365
11594,278
11595,209
11596,122
11597,-8
11598,-77
11599,-117
11600,-111
11601,-282
11602,-432
11603,-416
11604,-435
11605,-479
11606,-604
11607,-655
11608,-657
11609,-678
11610,-729
11611,-769
11612,-704
11613,-794
11614,-818
11615,-795
11616,-745
11617,-792
11618,-867
11619,-824
11620,-703
11621,-651
11622,-754
11623,-765
11624,-636
11625,-589
11626,-554
11627,-530
11628,-399
11629,-407
11630,-373
11631,-274
11632,-113
11633,-97
11634,-148
11635,29
11636,149
11637,196
11638,196
11639,289
11640,400
11641,459
11642,483
11643,542
11644,601
11645,567
11646,606
11647,716
11648,697
11649,590
11650,581
11651,622
11652,583
11653,527
11654,458
11655,465
11656,421
11657,362
11658,332
11659,319
11660,247
11661,193
11662,183
11663,145
11664,56
11665,-31
11666,-21
11667,-64
11668,-138
11669,-175
11670,-194
11671,-241
11672,-333
11673,-346
11674,-333
11675,-368
11676,-421
11677,-467
11678,-448
11679,-429
11680,-502
11681,-497
11682,-513
11683,-565
11684,-573
11685,-609
11686,-582
11687,-612
11688,-653
11689,-646
11690,-560
11691,-556
11692,-549
11693,-518
11694,-481
11695,-421
11696,-395
11697,-318
11698,-273
11699,-248
11700,-213
11701,-157
11702,-16
11703,-4
11704,14
11705,100
11706,158
11707,242
11708,250
11709,327
11710,352
11711,356
11712,373
11713,427
11714,444
11715,383
11716,419
11717,445
11718,414
11719,363
11720,372
11721,338
11722,347
11723,303
11724,276
11725,272
11726,224
11727,186
11728,148
11729,149
11730,134
11731,90
11732,39
11733,-4
11734,20
11735,-57
11736,-113
11737,-102
11738,-138
11739,-175
11740,-238
11741,-204
11742,-216
11743,-254
11744,-232
11745,-257
11746,-261
11747,-348
11748,-323
11749,-366
11750,-396
11751,-421
11752,-423
11753,-439
11754,-468
11755,-452
11756,-484
11757,-434
11758,-437
11759,-451
11760,-397
11761,-366
11762,-336
11763,-304
11764,-292
11765,-242
11766,-151
11767,-113
11768,-120
11769,-58
11770,-18
11771,21
11772,63
11773,82
11774,73
11775,104
11776,115
11777,160
11778,178
11779,196
11780,206
11781,198
11782,212
11783,233
11784,232
11785,211
11786,229
11787,216
11788,176
11789,164
11790,139
11791,115
11792,111
11793,119
11794,89
11795,80
11796,72
11797,13
11798,31
11799,14
11800,0
11801,9
11802,-49
11803,-35
11804,-36
11805,-83
11806,-101
11807,-81
11808,-95
11809,-126
11810,-159
11811,-192
11812,-198
11813,-223
11814,-247
11815,-305
11816,-322
11817,-309
11818,-345
11819,-372
11820,-342
11821,-329
11822,-373
11823,-340
11824,-293
11825,-312
11826,-346
11827,-263
11828,-238
11829,-261
11830,-221
11831,-218
11832,-177
11833,-155
11834,-89
11835,-59
11836,-28
11837,-65
11838,-10
11839,57
11840,39
11841,51
11842,62
11843,58
11844,87
11845,102
11846,91
11847,74
11848,77
11849,88
11850,102
11851,113
11852,86
11853,84
11854,113
11855,128
11856,83
11857,98
11858,111
11859,75
11860,50
11861,48
11862,52
11863,30
11864,1
11865,6
11866,0
11867,-6
11868,-20
11869,-40
11870,-28
11871,-53
11872,-25
11873,-49
11874,-81
11875,-122
11876,-125
11877,-137
11878,-199
11879,-203
11880,-271
11881,-250
11882,-242
11883,-225
11884,-256
11885,-252
11886,-247
11887,-224
11888,-239
11889,-238
11890,-213
11891,-208
11892,-204
11893,-201
11894,-165
11895,-137
11896,-161
11897,-173
11898,-85
11899,-57
11900,-80
11901,-62
11902,-19
11903,-12
11904,-12
11905,15
11906,16
11907,28
11908,1
11909,4
11910,60
11911,51
11912,3
11913,40
11914,17
11915,-6
11916,-7
11917,4
11918,24
11919,-8
11920,-1
11921,-28
11922,27
11923,21
11924,-13
11925,5
11926,-18
11927,29
11928,11
11929,-13
11930,-15
11931,-10
11932,-25
11933,-33
11934,-45
11935,-47
11936,-42
11937,-58
11938,-58
11939,-88
11940,-91
11941,-99
11942,-81
11943,-129
11944,-153
11945,-118
11946,-136
11947,-174
11948,-194
11949,-172
11950,-172
11951,-211
11952,-217
11953,-211
11954,-168
11955,-178
11956,-195
11957,-152
11958,-132
11959,-130
11960,-128
11961,-71
11962,-58
11963,-81
11964,-73
11965,-11
11966,-40
11967,-45
11968,-55
11969,-25
11970,-28
11971,-27
11972,-37
11973,-77
11974,-40
11975,-42
11976,-32
11977,-12
11978,8
11979,-32
11980,-17
11981,22
11982,16
11983,21
11984,-18
11985,-32
11986,-7
11987,-1
11988,-49
11989,-59
11990,-39
11991,-28
11992,-60
11993,-47
11994,-18
11995,-36
11996,-45
11997,-8
11998,6
11999,-37
12000,-41
12001,-48
12002,-59
12003,-59
12004,-99
12005,-112
12006,-118
12007,-141
12008,-150
12009,-122
12010,-148
12011,-187
12012,-177
12013,-185
12014,-154
12015,-163
12016,-151
12017,-170
12018,-171
12019,-171
12020,-142
12021,-129
12022,-144
12023,-137
12024,-125
12025,-125
12026,-96
12027,-75
12028,-69
12029,-94
12030,-85
12031,-35
12032,-56
12033,-69
12034,-45
12035,-27
12036,-40
12037,-38
12038,-6
12039,-51
12040,-38
12041,-57
12042,-33
12043,-48
12044,-59
12045,-47
12046,-66
12047,-30
12048,-50
12049,-51
12050,-29
12051,-25
12052,-57
12053,-18
12054,16
12055,-10
12056,-25
12057,-36
12058,-27
12059,-44
12060,-14
12061,-17
12062,-59
12063,-74
12064,-77
12065,-69
12066,-60
12067,-86
12068,-119
12069,-109
12070,-114
12071,-124
12072,-131
12073,-127
12074,-123
12075,-154
12076,-149
12077,-149
12078,-151
12079,-160
12080,-162
12081,-153
12082,-149
12083,-148
12084,-146
12085,-124
12086,-132
12087,-105
12088,-95
12089,-107
12090,-72
12091,-91
12092,-106
12093,-88
12094,-60
12095,-41
12096,-47
12097,-59
12098,-75
12099,-64
12100,-45
12101,-46
12102,-50
12103,-43
12104,-31
12105,-30
12106,-46
12107,-57
12108,-72
12109,-39
12110,-30
12111,-52
12112,-39
12113,-26
12114,-42
12115,-42
12116,-8
12117,-4
12118,-37
12119,-31
12120,-14
12121,-7
12122,-18
12123,-18
12124,-24
12125,-40
12126,-19
12127,-38
12128,-63
12129,-53
12130,-75
12131,-66
12132,-68
12133,-102
12134,-113
12135,-131
12136,-107
12137,-119
12138,-140
12139,-150
12140,-138
12141,-143
12142,-131
12143,-147
12144,-172
12145,-151
12146,-130
12147,-130
12148,-139
12149,-98
12150,-116
12151,-116
12152,-104
12153,-76
12154,-72
12155,-70
12156,-81
12157,-94
12158,-71
12159,-57
12160,-60
12161,-86
12162,-79
12163,-60
12164,-61
12165,-39
12166,-33
12167,-53
12168,-45
12169,-49
12170,-31
12171,-41
12172,-37
12173,-52
12174,-67
12175,-74
12176,-44
12177,-46
12178,-58
12179,-67
12180,-43
12181,-38
12182,-23
12183,-33
12184,-29
12185,-27
12186,-34
12187,-25
12188,-35
12189,-13
12190,-46
12191,-57
12192,-35
12193,-40
12194,-70
12195,-91
12196,-77
12197,-101
12198,-110
12199,-103
12200,-109
12201,-133
12202,-129
12203,-110
12204,-116
12205,-110
12206,-130
12207,-115
12208,-115
12209,-92
12210,-110
12211,-134
12212,-118
12213,-129
12214,-112
12215,-108
12216,-110
12217,-128
12218,-117
12219,-94
12220,-92
12221,-97
12222,-95
12223,-88
12224,-106
12225,-53
12226,-46
12227,-69
12228,-84
12229,-76
12230,-79
12231,-91
12232,-78
12233,-78
12234,-77
12235,-70
12236,-66
12237,-31
12238,-31
12239,-28
12240,-10
12241,7
12242,-2
12243,10
12244,10
12245,19
12246,9
12247,-7
12248,5
12249,-5
12250,-23
12251,-29
12252,-17
12253,-17
12254,-42
12255,-30
12256,-15
12257,-43
12258,-35
12259,-36
12260,-43
12261,-76
12262,-67
12263,-83
12264,-93
12265,-90
12266,-105
12267,-96
12268,-105
12269,-87
12270,-97
12271,-116
12272,-118
12273,-89
12274,-110
12275,-91
12276,-80
12277,-98
12278,-89
12279,-93
12280,-69
12281,-74
12282,-72
12283,-73
12284,-85
12285,-61
12286,-64
12287,-66
12288,-73
12289,-65
12290,-50
12291,-71
12292,-78
12293,-69
12294,-51
12295,-49
12296,-37
12297,-54
12298,-51
12299,-64
12300,-52
12301,-40
12302,-59
12303,-41
12304,-32
12305,-28
12306,-28
12307,-41
12308,-14
12309,-15
12310,10
12311,-13
12312,-9
12313,11
12314,19
12315,1
12316,-17
12317,0
12318,6
12319,-11
12320,-14
12321,-8
12322,-31
12323,-23
12324,-55
12325,-75
12326,-75
12327,-67
12328,-87
12329,-104
12330,-91
12331,-103
12332,-102
12333,-95
12334,-90
12335,-102
12336,-98
12337,-80
12338,-82
12339,-93
12340,-75
12341,-93
12342,-83
12343,-72
12344,-93
12345,-81
12346,-77
12347,-70
12348,-74
12349,-74
12350,-71
12351,-75
12352,-64
12353,-71
12354,-47
12355,-49
12356,-41
12357,-53
12358,-57
12359,-48
12360,-34
12361,-43
12362,-55
12363,-45
12364,-45
12365,-49
12366,-61
12367,-41
12368,-19
12369,-27
12370,-15
12371,-37
12372,-5
12373,-9
12374,-8
12375,-4
12376,-7
12377,-6
12378,-17
12379,-3
12380,-13
12381,-1
12382,5
12383,-22
12384,-14
12385,-3
12386,-12
12387,-27
12388,-20
12389,-33
12390,-31
12391,-38
12392,-64
12393,-73
12394,-79
12395,-88
12396,-67
12397,-85
12398,-95
12399,-102
12400,-104
12401,-77
12402,-97
12403,-96
12404,-100
12405,-102
12406,-105
12407,-80
12408,-103
12409,-100
12410,-102
12411,-103
12412,-99
12413,-86
12414,-90
12415,-89
12416,-78
12417,-92
12418,-72
12419,-79
12420,-84
12421,-95
12422,-104
12423,-97
12424,-101
12425,-79
12426,-88
12427,-77
12428,-68
12429,-74
12430,-54
12431,-68
12432,-41
12433,-60
12434,-69
12435,-55
12436,-29
12437,-37
12438,-38
12439,-37
12440,-29
12441,-36
12442,-44
12443,-25
12444,-27
12445,-24
12446,-30
12447,-32
12448,-22
12449,-31
12450,-45
12451,-42
12452,-37
12453,-53
12454,-72
12455,-80
12456,-70
12457,-76
12458,-80
12459,-87
12460,-100
12461,-106
12462,-93
12463,-101
12464,-78
12465,-94
12466,-98
12467,-95
12468,-92
12469,-92
12470,-104
12471,-92
12472,-81
12473,-101
12474,-105
12475,-91
12476,-97
12477,-76
12478,-96
12479,-92
12480,-96
12481,-96
12482,-109
12483,-109
12484,-95
12485,-123
12486,-103
12487,-97
12488,-90
12489,-94
12490,-102
12491,-95
12492,-79
12493,-79
12494,-83
12495,-77
12496,-71
12497,-73
12498,-84
12499,-73
12500,-72
12501,-75
12502,-61
12503,-58
12504,-49
12505,-44
12506,-41
12507,-16
12508,-39
12509,-20
12510,-47
12511,-10
12512,-26
12513,-21
12514,-34
12515,-42
12516,-48
12517,-59
12518,-37
12519,-69
12520,-63
12521,-66
12522,-67
12523,-61
12524,-85
12525,-79
12526,-93
12527,-85
12528,-96
12529,-95
12530,-97
12531,-94
12532,-103
12533,-131
12534,-104
12535,-108
12536,-94
12537,-117
12538,-106
12539,-103
12540,-112
12541,-100
12542,-104
12543,-91
12544,-103
12545,-115
12546,-114
12547,-88
12548,-100
12549,-98
12550,-99
12551,-102
12552,-82
12553,-100
12554,-104
12555,-89
12556,-88
12557,-79
12558,-84
12559,-78
12560,-77
12561,-76
12562,-50
12563,-62
12564,-69
12565,-38
12566,-66
12567,-44
12568,-48
12569,-54
12570,-40
12571,-53
12572,-42
12573,-34
12574,-29
12575,-42
12576,-22
12577,-37
12578,-49
12579,-23
12580,-24
12581,-31
12582,-47
12583,-40
12584,-42
12585,-57
12586,-51
12587,-55
12588,-72
12589,-79
12590,-79
12591,-68
12592,-73
12593,-83
12594,-83
12595,-82
12596,-84
12597,-84
12598,-91
12599,-84
12600,-94
12601,-90
12602,-75
12603,-85
12604,-106
12605,-97
12606,-99
12607,-113
12608,-111
12609,-96
12610,-100
12611,-106
12612,-96
12613,-94
12614,-98
12615,-79
12616,-96
12617,-88
12618,-95
12619,-96
12620,-91
12621,-79
12622,-64
12623,-85
12624,-72
12625,-70
12626,-69
12627,-73
12628,-62
12629,-57
12630,-53
12631,-56
12632,-48
12633,-45
12634,-35
12635,-26
12636,-26
12637,-36
12638,-30
12639,-35
12640,-26
12641,-40
12642,-17
12643,-20
12644,-32
12645,-25
12646,-19
12647,-41
12648,-30
12649,-34
12650,-49
12651,-37
12652,-42
12653,-44
12654,-45
12655,-63
12656,-62
12657,-62
12658,-67
12659,-57
12660,-79
12661,-74
12662,-71
12663,-61
12664,-78
12665,-83
12666,-95
12667,-89
12668,-81
12669,-90
12670,-83
12671,-100
12672,-101
12673,-84
12674,-90
12675,-88
12676,-81
12677,-96
12678,-108
12679,-79
12680,-104
12681,-91
12682,-96
12683,-79
12684,-88
12685,-95
12686,-87
12687,-73
12688,-84
12689,-91
12690,-76
12691,-83
12692,-46
12693,-61
12694,-70
12695,-65
12696,-46
12697,-44
12698,-23
12699,-19
12700,-15
12701,-19
12702,-25
12703,-32
12704,-14
12705,-14
12706,-15
12707,-17
12708,-32
12709,-37
12710,-40
12711,-16
12712,-25
12713,-14
12714,-21
12715,-25
12716,-24
12717,-48
12718,-28
12719,-24
12720,-37
12721,-57
12722,-59
12723,-40
12724,-73
12725,-50
12726,-54
12727,-64
12728,-53
12729,-70
12730,-70
12731,-69
12732,-72
12733,-66
12734,-71
12735,-96
12736,-80
12737,-87
12738,-74
12739,-87
12740,-98
12741,-81
12742,-88
12743,-68
12744,-83
12745,-87
12746,-90
12747,-78
12748,-68
12749,-93
12750,-79
12751,-85
12752,-73
12753,-89
12754,-80
12755,-52
12756,-52
12757,-70
12758,-77
12759,-69
12760,-48
12761,-59
12762,-54
12763,-44
12764,-47
12765,-33
12766,-35
12767,-44
12768,-41
12769,-23
12770,-22
12771,-21
12772,-29
12773,-27
12774,-36
12775,-27
12776,-47
12777,-36
12778,0
12779,-19
12780,-38
12781,-21
12782,-21
12783,-30
12784,-37
12785,-37
12786,-33
12787,-50
12788,-48
12789,-49
12790,-58
12791,-49
12792,-55
12793,-59
12794,-78
12795,-81
12796,-84
12797,-84
12798,-79
12799,-106
12800,-114
12801,-83
12802,-84
12803,-91
12804,-102
12805,-94
12806,-85
12807,-91
12808,-85
12809,-99
12810,-108
12811,-88
12812,-82
12813,-85
12814,-76
12815,-93
12816,-90
12817,-73
12818,-74
12819,-71
12820,-73
12821,-69
12822,-53
12823,-57
12824,-72
12825,-62
12826,-64
12827,-70
12828,-46
12829,-29
12830,-38
12831,-51
12832,-36
12833,-44
12834,-40
12835,-46
12836,-51
12837,-42
12838,-32
12839,-33
12840,-43
12841,-18
12842,-26
12843,-26
12844,-27
12845,-36
12846,-47
12847,-24
12848,-26
12849,-56
12850,-42
12851,-56
12852,-60
12853,-56
12854,-69
12855,-66
12856,-73
12857,-71
12858,-65
12859,-67
12860,-73
12861,-78
12862,-78
12863,-111
12864,-96
12865,-93
12866,-96
12867,-106
12868,-98
12869,-97
12870,-80
12871,-92
12872,-97
12873,-93
12874,-91
12875,-78
12876,-86
12877,-106
12878,-105
